Word/Phrase,Type,Category ,Sub-Category ,Pronunciation,Definition,Bangla meaning,Example Sentence,ai prompt,Collocations,Synonym,Antonym
contrast,"(n.), (v.)","Language of thought, action & change","Analysis, concepts & mental processes",ˈkɒn.trɑːst/ কনট্রাস্ট / kon-trast,Difference; to compare,বৈসাদৃশ্য / তুলনা করা,The contrast is clear.,"Black and white photo next to color version, striking illustration","[
{
""phrase"": ""in contrast"",
""example_sentence"": ""The project remained in contrast despite the sudden changes.""
},
{
""phrase"": ""sharp contrast"",
""example_sentence"": ""The sharp contrast is clear.""
},
{
""phrase"": ""contrast with"",
""example_sentence"": ""Good managers know how to contrast with others respectfully.""
},
{
""phrase"": ""high contrast"",
""example_sentence"": ""The high contrast is clear.""
}
]","difference, comparison, opposite, differ","similarity, resemble"
doubt,"(n.), (v.)","Language of thought, action & change","Analysis, concepts & mental processes",daʊt/ ডাউট / dowt,Uncertainty; to question,সন্দেহ / সন্দেহ করা,I have no doubt.,"Person thinking with question mark cloud, thoughtful illustration","[
{
""phrase"": ""in doubt"",
""example_sentence"": ""The project remained in doubt despite the sudden changes.""
},
{
""phrase"": ""beyond doubt"",
""example_sentence"": ""The phrase beyond doubt appeared in the report.""
},
{
""phrase"": ""cast doubt"",
""example_sentence"": ""The discussion focused on the cast doubt.""
},
{
""phrase"": ""doubt about"",
""example_sentence"": ""People often doubt about when the situation requires it.""
}
]","uncertainty, question, unsure, mistrust","certainty, trust"
equivalent,"(adj.), (n.)","Language of thought, action & change","Analysis, concepts & mental processes",ɪˈkwɪv.ə.lənt/ ইকুইভ্যালেন্ট / i-kwiv-uh-luhnt,Equal in value,সমতুল্য / সমান,They are equivalent.,"Two balanced scales with equal weights, fair illustration","[
{
""phrase"": ""equivalent to"",
""example_sentence"": ""The discussion focused on the equivalent to.""
},
{
""phrase"": ""direct equivalent"",
""example_sentence"": ""The discussion focused on the direct equivalent.""
},
{
""phrase"": ""roughly equivalent"",
""example_sentence"": ""The discussion focused on the roughly equivalent.""
},
{
""phrase"": ""cultural equivalent"",
""example_sentence"": ""The discussion focused on the cultural equivalent.""
}
]","equal, same, corresponding, comparable","different, unequal"
focus,"(v.), (n.)","Language of thought, action & change","Analysis, concepts & mental processes",ˈfəʊ.kəs/ ফোকাস / foh-kuhs,To concentrate; center,মনোযোগ দেওয়া / কেন্দ্র,Focus on the goal.,"Camera lens focusing sharply on target, precise illustration","[
{
""phrase"": ""focus on"",
""example_sentence"": ""Focus on the goal.""
},
{
""phrase"": ""in focus"",
""example_sentence"": ""The project remained in focus despite the sudden changes.""
},
{
""phrase"": ""out of focus"",
""example_sentence"": ""By noon, the situation was out of focus.""
},
{
""phrase"": ""main focus"",
""example_sentence"": ""Main focus on the goal.""
}
]","concentrate, centre, emphasis, attention","distract, blur"
analyse,(v.),"Language of thought, action & change","Analysis, concepts & mental processes",ˈænəlaɪজ/ অ্যানালাইজ/ an-uh-lahyz,Examine methodically and in detail the constitution or structure of,বিশ্লেষণ করা,We need to analyse the data carefully.,"A magnifying glass hovering over glowing bar charts and graphs, tech style","[
{
""phrase"": ""analyse data"",
""example_sentence"": ""People often analyse data when the situation requires it.""
},
{
""phrase"": ""critically analyse"",
""example_sentence"": ""The discussion focused on the critically analyse.""
},
{
""phrase"": ""carefully analyse"",
""example_sentence"": ""The discussion focused on the carefully analyse.""
}
]","examine, study, break down, investigate",ignore
aspect,(n.),"Language of thought, action & change","Analysis, concepts & mental processes",ˈæspɛkt/ অ্যাসপেক্ট/ as-pekt,A particular part or feature of something,দিক / দৃষ্টিভঙ্গি,We must consider every aspect of the problem.,A shiny glowing diamond showing all its different bright facets,"[
{
""phrase"": ""important aspect"",
""example_sentence"": ""We must consider every important aspect of the problem.""
},
{
""phrase"": ""key aspect"",
""example_sentence"": ""We must consider every key aspect of the problem.""
},
{
""phrase"": ""negative aspect"",
""example_sentence"": ""We must consider every negative aspect of the problem.""
}
]","feature, element, angle, part",
basis,(n.),"Language of thought, action & change","Analysis, concepts & mental processes",ˈbeɪsɪs/ বেসিস/ bey-sis,"The underlying support or foundation for an idea, argument, or process",ভিত্তি,She was hired on a temporary basis.,A sturdy concrete foundation of a house under construction,"[
{
""phrase"": ""daily basis"",
""example_sentence"": ""She was hired on a temporary daily basis.""
},
{
""phrase"": ""regular basis"",
""example_sentence"": ""She was hired on a temporary regular basis.""
},
{
""phrase"": ""scientific basis"",
""example_sentence"": ""She was hired on a temporary scientific basis.""
}
]","foundation, base, ground, starting point",
difference,(n.),"Language of thought, action & change","Analysis, concepts & mental processes",ˈdɪfrəns/ ডিফারেন্স/ dif-ruhns,A point or way in which people or things are not the same,পার্থক্য,There is a big difference between the two cars.,"Two identical shapes, but one is red and the other is blue","[
{
""phrase"": ""make a difference"",
""example_sentence"": ""The team decided to make a difference before the deadline.""
},
{
""phrase"": ""big difference"",
""example_sentence"": ""There is a big difference between the two cars.""
}
]","distinction, variation, contrast, gap","similarity, sameness"
concept,(n.),"Language of thought, action & change","Analysis, concepts & mental processes",ˈkɒnsɛpt/ কনসেপ্ট/ kon-sept,An abstract idea; a general notion,ধারণা,The concept of time travel is fascinating.,A floating glowing lightbulb inside a human head outline,"[
{
""phrase"": ""basic concept"",
""example_sentence"": ""The basic concept of time travel is fascinating.""
},
{
""phrase"": ""abstract concept"",
""example_sentence"": ""The abstract concept of time travel is fascinating.""
},
{
""phrase"": ""grasp the concept"",
""example_sentence"": ""The discussion focused on the grasp the concept.""
}
]","idea, notion, principle, theory",
concentrate,(v.),"Language of thought, action & change","Analysis, concepts & mental processes",ˈkɒnsntreɪt/ কনসেনট্রেট/ kon-suhn-treyt,Focus one's attention or mental effort on a particular object or activity,মনোযোগ দেওয়া,I can't concentrate with all this noise.,"A person sitting with hands on their head, a spotlight shining on a book","[
{
""phrase"": ""concentrate hard"",
""example_sentence"": ""People often concentrate hard when the situation requires it.""
},
{
""phrase"": ""concentrate fully"",
""example_sentence"": ""People often concentrate fully when the situation requires it.""
},
{
""phrase"": ""difficult to concentrate"",
""example_sentence"": ""The discussion focused on the difficult to concentrate.""
}
]","focus, think hard, apply oneself, gather","distract, scatter"
conscious,(adj.),"Language of thought, action & change","Analysis, concepts & mental processes",ˈkɒnʃəs/ কনশাস/ kon-shuhs,Aware of and responding to one's surroundings; awake,সচেতন,He was badly injured but remained conscious.,An open eye with a glowing bright light shining inside it,"[
{
""phrase"": ""fully conscious"",
""example_sentence"": ""The result seemed fully conscious after the final review.""
},
{
""phrase"": ""become conscious"",
""example_sentence"": ""People often become conscious when the situation requires it.""
},
{
""phrase"": ""conscious decision"",
""example_sentence"": ""The discussion focused on the conscious decision.""
}
]","aware, awake, deliberate, intentional","unconscious, unaware"
clever,(adj.),"Language of thought, action & change","Analysis, concepts & mental processes",ˈklɛvə/ ক্লেভার/ klev-er,"Quick to understand, learn, and devise or apply ideas; intelligent",চালাক / বুদ্ধিমান,She is a very clever student.,"A bright lightbulb turning on, with gears turning inside it","[
{
""phrase"": ""clever idea"",
""example_sentence"": ""The discussion focused on the clever idea.""
},
{
""phrase"": ""clever girl"",
""example_sentence"": ""The clever girl spoke confidently at the event.""
},
{
""phrase"": ""very clever"",
""example_sentence"": ""She is a very clever student.""
}
]","intelligent, smart, bright, talented","stupid, dull"
logic,(n.),"Language of thought, action & change","Analysis, concepts & mental processes",ˈlɒdʒɪk/ লজিক/ loj-ik,Reasoning conducted or assessed according to strict principles of validity.,যুক্তি,There is no logic to his argument.,"A human brain formed from glowing, interlocking gears turning smoothly.","[
{
""phrase"": ""flawed logic"",
""example_sentence"": ""The discussion focused on the flawed logic.""
},
{
""phrase"": ""simple logic"",
""example_sentence"": ""The discussion focused on the simple logic.""
}
]","reasoning, sense, rationale, thinking","illogic, irrationality"
logical,(adj.),"Language of thought, action & change","Analysis, concepts & mental processes",ˈlɒdʒɪkl/ লজিক্যাল/ loj-i-kuhl,Of or according to the rules of logic or formal argument.,যৌক্তিক,It was the logical thing to do.,"A balanced scale holding weights that are perfectly equal, symbolizing reason.","[
{
""phrase"": ""logical conclusion"",
""example_sentence"": ""We have reached a logical conclusion.""
},
{
""phrase"": ""logical step"",
""example_sentence"": ""The discussion focused on the logical step.""
}
]","reasonable, sensible, rational, coherent","illogical, irrational"
anticipate,(v.),"Language of thought, action & change","Analysis, concepts & mental processes",ænˈtɪsɪpeɪt/ অ্যান্টিসিপেট/ an-tis-uh-peyt,Regard as probable; expect or predict,প্রত্যাশা করা,We anticipate a large crowd at the event.,A person holding binoculars looking towards a bright rising sun,"[
{
""phrase"": ""highly anticipate"",
""example_sentence"": ""People often highly anticipate when the situation requires it.""
},
{
""phrase"": ""anticipate problems"",
""example_sentence"": ""People often anticipate problems when the situation requires it.""
},
{
""phrase"": ""anticipate changes"",
""example_sentence"": ""People often anticipate changes when the situation requires it.""
}
]","expect, foresee, predict, look forward to",
ideal,"(adj.), (n.)","Language of thought, action & change","Analysis, concepts & mental processes",aɪˈdiːəl/ আইডিয়াল/ ahy-dee-uhl,Satisfying one's conception of what is perfect; most suitable,আদর্শ,This is the ideal location for a picnic.,"A completely flawless, perfect, symmetrical diamond glowing softly","[
{
""phrase"": ""ideal standard"",
""example_sentence"": ""It meets the ideal standard.""
},
{
""phrase"": ""perfectly ideal"",
""example_sentence"": ""This is the perfectly ideal location for a picnic.""
}
]","perfect, best, model, standard","imperfect, flawed"
ideally,(adv.),"Language of thought, action & change","Analysis, concepts & mental processes",aɪˈdiːəli/ আইডিয়ালি/ eye-dee-uh-lee,In the best possible way; perfectly.,আদর্শগতভাবে,"Ideally, we should finish the project by Friday.","A perfect, symmetrical zen garden, smooth sand and stones, calming aesthetic","[
{
""phrase"": ""ideally suited"",
""example_sentence"": ""The discussion focused on the ideally suited.""
},
{
""phrase"": ""ideally placed"",
""example_sentence"": ""The discussion focused on the ideally placed.""
},
{
""phrase"": ""ideally equipped"",
""example_sentence"": ""The discussion focused on the ideally equipped.""
}
]","perfectly, optimally, in an ideal world",
idea,(n.),"Language of thought, action & change","Analysis, concepts & mental processes",aɪˈdɪə/ আইডিয়া/ ahy-dee-uh,A thought or suggestion as to a possible course of action,ধারণা,That is a very good idea.,"A very bright, fully glowing yellow lightbulb turning on","[
{
""phrase"": ""good idea"",
""example_sentence"": ""That is a very good idea.""
},
{
""phrase"": ""bright idea"",
""example_sentence"": ""That is a very good bright idea.""
}
]","concept, thought, notion, plan",
derive,(v.),"Language of thought, action & change","Analysis, concepts & mental processes",dɪˈraɪv/ ডিরাইভ/ di-rahyv,Obtain something from (a specified source),উদ্ভূত হওয়া / লাভ করা,They derive great comfort from their religion.,A bright stream of water flowing from a natural rock spring,"[
{
""phrase"": ""derive from"",
""example_sentence"": ""Good managers know how to derive from others respectfully.""
},
{
""phrase"": ""derive pleasure"",
""example_sentence"": ""People often derive pleasure when the situation requires it.""
}
]","obtain, get, originate, come from","give, provide"
distinguish,(v.),"Language of thought, action & change","Analysis, concepts & mental processes",dɪˈstɪŋɡwɪʃ/ ডিস্টিংগুইশ/ di-sting-gwish,Recognize or treat (someone or something) as different,পার্থক্য করা,It is hard to distinguish the twins from each other.,A magnifying glass focusing on one red dot among hundreds of blue ones,"[
{
""phrase"": ""clearly distinguish"",
""example_sentence"": ""People often clearly distinguish when the situation requires it.""
},
{
""phrase"": ""distinguish between"",
""example_sentence"": ""Good managers know how to distinguish between others respectfully.""
}
]","differentiate, tell apart, separate, identify","confuse, mix up"
analysis,(n.),"Language of thought, action & change","Analysis, concepts & mental processes",əˈnæləsɪs/ অ্যানালিসিস/ uh-nal-uh-sis,Detailed examination of the elements or structure of something,বিশ্লেষণ,The blood test requires further analysis.,A clipboard with a checklist and complex chemical formulas in the background,"[
{
""phrase"": ""detailed analysis"",
""example_sentence"": ""The discussion focused on the detailed analysis.""
},
{
""phrase"": ""statistical analysis"",
""example_sentence"": ""The discussion focused on the statistical analysis.""
},
{
""phrase"": ""careful analysis"",
""example_sentence"": ""The discussion focused on the careful analysis.""
}
]","examination, study, evaluation, investigation",
assume,(v.),"Language of thought, action & change","Analysis, concepts & mental processes",əˈsjuːm/ অ্যাসিউম/ uh-syoom,"Suppose to be the case, without proof",ধারণা করা,I assume you have read the report.,A person tapping their chin thoughtfully with a floating lightbulb above,"[
{
""phrase"": ""safely assume"",
""example_sentence"": ""People often safely assume when the situation requires it.""
},
{
""phrase"": ""automatically assume"",
""example_sentence"": ""I automatically assume you have read the report.""
},
{
""phrase"": ""wrongly assume"",
""example_sentence"": ""I wrongly assume you have read the report.""
}
]","presume, suppose, take for granted, guess","know, verify"
aware,(adj.),"Language of thought, action & change","Analysis, concepts & mental processes",əˈwɛər/ অ্যাওয়্যার/ uh-wair,Having knowledge or perception of a situation or fact,সচেতন,Are you aware of the risks?,"A glowing lightbulb inside a human head outline, representing realization","[
{
""phrase"": ""fully aware"",
""example_sentence"": ""The result seemed fully aware after the final review.""
},
{
""phrase"": ""well aware"",
""example_sentence"": ""The discussion focused on the well aware.""
},
{
""phrase"": ""become aware"",
""example_sentence"": ""People often become aware when the situation requires it.""
}
]","conscious, informed, alert, knowledgeable","unaware, ignorant"
forget,(v.),"Language of thought, action & change","Analysis, concepts & mental processes",fəˈɡɛt/ ফরগেট/ fer-get,Fail to remember,ভুলে যাওয়া,Don't forget your keys.,A person scratching their head with a thought bubble showing a question mark,"[
{
""phrase"": ""never forget"",
""example_sentence"": ""Don't never forget your keys.""
},
{
""phrase"": ""easy to forget"",
""example_sentence"": ""Don't easy to forget your keys.""
}
]","fail to recall, overlook, lose memory of","remember, recall"
familiar,(adj.),"Language of thought, action & change","Analysis, concepts & mental processes",fəˈmɪliə/ ফ্যামিলিয়ার/ fuh-mil-yer,Well known from long or close association,পরিচিত,His face looks very familiar.,A person pointing happily at a recognizable face in a crowd,"[
{
""phrase"": ""look familiar"",
""example_sentence"": ""Please look familiar before signing the contract.""
},
{
""phrase"": ""sound familiar"",
""example_sentence"": ""The discussion focused on the sound familiar.""
}
]","acquainted, known, recognisable, common","unfamiliar, strange"
imagine,(v.),"Language of thought, action & change","Analysis, concepts & mental processes",ɪˈmædʒɪn/ ইমাজিন/ i-maj-in,Form a mental image or concept of,কল্পনা করা,Imagine you are on a sunny beach.,"A person with eyes closed, dreaming of a sunny, bright tropical beach","[
{
""phrase"": ""hard to imagine"",
""example_sentence"": ""The result seemed hard to imagine after the final review.""
},
{
""phrase"": ""imagine clearly"",
""example_sentence"": ""People often imagine clearly when the situation requires it.""
}
]","visualise, dream, picture, conceive","realise, actualise"
imaginary,(adj.),"Language of thought, action & change","Analysis, concepts & mental processes",ɪˈmædʒɪnəri/ ইমাজিনারি/ i-maj-uh-ner-ee,Existing only in the imagination,কাল্পনিক,The child played with an imaginary friend.,"A child holding hands with a faint, glowing, transparent outline of a person","[
{
""phrase"": ""imaginary friend"",
""example_sentence"": ""The child played with an imaginary friend.""
},
{
""phrase"": ""purely imaginary"",
""example_sentence"": ""The child played with an purely imaginary friend.""
}
]","fictional, unreal, made-up, fantasy","real, actual"
imagination,(n.),"Language of thought, action & change","Analysis, concepts & mental processes",ɪˌmædʒɪˈneɪʃn/ ইমাজিনেশন/ i-maj-uh-ney-shuhn,"The faculty or action of forming new ideas, or images or concepts of external objects not present to the senses",কল্পনাশক্তি,She has a very vivid imagination.,"A burst of incredibly colorful, magical shapes flowing out of a person's head","[
{
""phrase"": ""vivid imagination"",
""example_sentence"": ""She has a very vivid imagination.""
},
{
""phrase"": ""lack imagination"",
""example_sentence"": ""The discussion focused on the lack imagination.""
}
]","creativity, fantasy, vision, inventiveness",reality
imply,(v.),"Language of thought, action & change","Analysis, concepts & mental processes",ɪmˈplaɪ/ ইমপ্লাই/ im-plahy,Strongly suggest the truth or existence of (something not expressly stated),ইঙ্গিত করা,Are you implying that I am lying?,"A person pointing an accusatory, shadowy finger at someone else","[
{
""phrase"": ""strongly imply"",
""example_sentence"": ""People often strongly imply when the situation requires it.""
},
{
""phrase"": ""seem to imply"",
""example_sentence"": ""The discussion focused on the seem to imply.""
}
]","suggest, hint, indicate, mean","state, say explicitly"
intelligence,(n.),"Language of thought, action & change","Analysis, concepts & mental processes",ɪnˈtɛlɪdʒəns/ ইন্টেলিজেন্স/ in-tel-i-juhns,The ability to acquire and apply knowledge and skills.,বুদ্ধিমত্তা,He showed a high level of intelligence.,A glowing human brain made of interconnected digital nodes and lines of code.,"[
{
""phrase"": ""artificial intelligence"",
""example_sentence"": ""The discussion focused on the artificial intelligence.""
},
{
""phrase"": ""high intelligence"",
""example_sentence"": ""The discussion focused on the high intelligence.""
}
]","intellect, wisdom, brains, understanding","stupidity, ignorance"
intelligent,(adj.),"Language of thought, action & change","Analysis, concepts & mental processes",ɪnˈtɛlɪdʒənt/ ইন্টেলিজেন্ট/ in-tel-i-juhnt,"Having or showing intelligence, especially of a high level.",বুদ্ধিমান,She is a highly intelligent student.,A young student wearing glasses and looking thoughtfully at a complex mathematical equation floating in the air.,"[
{
""phrase"": ""highly intelligent"",
""example_sentence"": ""She is a highly intelligent student.""
},
{
""phrase"": ""intelligent life"",
""example_sentence"": ""The discussion focused on the intelligent life.""
}
]","smart, clever, bright, gifted","stupid, dull"
interpret,(v.),"Language of thought, action & change","Analysis, concepts & mental processes",ɪnˈtɜːprɪt/ ইন্টারপ্রেট/ in-tur-prit,"Explain the meaning of (information, words, or actions).",ব্যাখ্যা করা / অনুবাদ করা,How do you interpret this poem?,A person holding a book in one hand and making expressive hand gestures as if explaining a deep concept.,"[
{
""phrase"": ""interpret as"",
""example_sentence"": ""Good managers know how to interpret as others respectfully.""
},
{
""phrase"": ""difficult to interpret"",
""example_sentence"": ""The discussion focused on the difficult to interpret.""
}
]","explain, translate, understand, analyse","misinterpret, confuse"
interpretation,(n.),"Language of thought, action & change","Analysis, concepts & mental processes",ɪnˌtɜːprɪˈteɪʃn/ ইন্টারপ্রিটেশন/ in-tur-pri-tey-shuhn,The action of explaining the meaning of something.,ব্যাখ্যা,His interpretation of the rules is wrong.,Two people pointing at the same abstract painting but imagining different clear images in thought bubbles above them.,"[
{
""phrase"": ""different interpretation"",
""example_sentence"": ""His different interpretation of the rules is wrong.""
},
{
""phrase"": ""strict interpretation"",
""example_sentence"": ""His strict interpretation of the rules is wrong.""
}
]","analysis, translation, explanation, reading",misinterpretation
consider,(v.),"Language of thought, action & change","Analysis, concepts & mental processes",kənˈsɪdə/ কনসিডার/ kuhn-sid-er,"Think carefully about (something), typically before making a decision",বিবেচনা করা,I will consider your offer.,"A person sitting with their chin in their hand, a large glowing lightbulb above","[
{
""phrase"": ""strongly consider"",
""example_sentence"": ""The team was able to strongly consider when needed.""
},
{
""phrase"": ""carefully consider"",
""example_sentence"": ""The discussion focused on the carefully consider.""
},
{
""phrase"": ""refuse to consider"",
""example_sentence"": ""The discussion focused on the refuse to consider.""
}
]","think about, ponder, regard, examine","ignore, overlook"
consideration,(n.),"Language of thought, action & change","Analysis, concepts & mental processes",kənˌsɪdəˈreɪʃn/ কনসিডারেশন/ kuhn-sid-uh-rey-shuhn,"Careful thought, typically over a period of time",বিবেচনা,The plan is currently under consideration.,"A judge holding an old wooden gavel, looking deeply thoughtful","[
{
""phrase"": ""take into consideration"",
""example_sentence"": ""Please take into consideration before the meeting begins.""
},
{
""phrase"": ""careful consideration"",
""example_sentence"": ""The discussion focused on the careful consideration.""
},
{
""phrase"": ""serious consideration"",
""example_sentence"": ""The discussion focused on the serious consideration.""
}
]","thought, regard, factor, deliberation","disregard, neglect"
cause,"(n.), (v.)","Language of thought, action & change",Cause & effect,kɔːz/ কজ / kawz,Reason; to make happen,কারণ / ঘটানো,What is the cause?,"Dominoes falling with first one labeled cause, chain reaction illustration","[
{
""phrase"": ""cause and effect"",
""example_sentence"": ""Poor planning can cause and effect for the entire team.""
},
{
""phrase"": ""common cause"",
""example_sentence"": ""What is the common cause?""
},
{
""phrase"": ""cause trouble"",
""example_sentence"": ""Poor planning can cause trouble for the entire team.""
},
{
""phrase"": ""root cause"",
""example_sentence"": ""What is the root cause?""
}
]","reason, trigger, bring about, source","effect, result"
influence,"(n.), (v.)","Language of thought, action & change",Cause & effect,ˈɪn.flu.əns/ ইনফ্লুয়েন্স / in-floo-uhns,Power to affect; to affect,প্রভাব / প্রভাবিত করা,She has great influence.,"Person inspiring others with light rays, motivational illustration","[
{
""phrase"": ""bad influence"",
""example_sentence"": ""The discussion focused on the bad influence.""
},
{
""phrase"": ""positive influence"",
""example_sentence"": ""The discussion focused on the positive influence.""
},
{
""phrase"": ""under the influence"",
""example_sentence"": ""The equipment remained under the influence throughout the inspection.""
},
{
""phrase"": ""influence on"",
""example_sentence"": ""Good managers know how to influence on others respectfully.""
}
]","affect, impact, power, persuade",
since,"(prep.), (conj.), (adv.)","Language of thought, action & change",Cause & effect,sɪns/ সিন্স / sins,From a time; because,থেকে / যেহেতু,Since Monday.,"Calendar starting from a date with arrow forward, timeline illustration","[
{
""phrase"": ""ever since"",
""example_sentence"": ""Ever since Monday.""
},
{
""phrase"": ""since then"",
""example_sentence"": ""The discussion focused on the since then.""
},
{
""phrase"": ""long since"",
""example_sentence"": ""Long since Monday.""
},
{
""phrase"": ""since when"",
""example_sentence"": ""Since when will you arrive?""
}
]","from, because, as, seeing as",until
so,"(adv.), (conj.)","Language of thought, action & change",Cause & effect,səʊ/ সো / soh,To such extent; therefore,এত / তাই,It is so big.,"Large object next to small one with surprise, exaggerated illustration","[
{
""phrase"": ""so much"",
""example_sentence"": ""The discussion focused on the so much.""
},
{
""phrase"": ""so far"",
""example_sentence"": ""The discussion focused on the so far.""
},
{
""phrase"": ""and so on"",
""example_sentence"": ""The discussion focused on the and so on.""
},
{
""phrase"": ""so that"",
""example_sentence"": ""The discussion focused on the so that.""
}
]","therefore, thus, hence, very",
thank you,"(exclamation), (n.)","Language of thought, action & change",Cause & effect,θæŋk juː/ থ্যাংক ইউ / thank yoo,Expression of gratitude,ধন্যবাদ / ধন্যবাদ,Thank you for your help.,"Person bowing with gift and smile, grateful illustration","[
{
""phrase"": ""thank you note"",
""example_sentence"": ""He made a thank you note of the important points.""
},
{
""phrase"": ""say thank you"",
""example_sentence"": ""People often say thank you when the situation requires it.""
},
{
""phrase"": ""thank you very much"",
""example_sentence"": ""The discussion focused on the thank you very much.""
},
{
""phrase"": ""big thank you"",
""example_sentence"": ""Big thank you you for your help.""
}
]","thanks, cheers, gratitude, appreciation",
therefore,(adv.),"Language of thought, action & change",Cause & effect,ˈðɛəfɔː/ দেয়ারফোর/ thair-fawr,For that reason; consequently,অতএব / সুতরাং,"He was late, and therefore missed the train.",A person running on a train platform as the train doors completely close,"[
{
""phrase"": ""and therefore"",
""example_sentence"": ""He was late, and therefore missed the train.""
},
{
""phrase"": ""therefore conclude"",
""example_sentence"": ""The discussion focused on the therefore conclude.""
}
]","so, thus, hence, consequently","despite, although"
factor,(n.),"Language of thought, action & change",Cause & effect,ˈfæktə/ ফ্যাক্টর/ fak-ter,"A circumstance, fact, or influence that contributes to a result or outcome",কারণ / উপাদান,Price is a key factor in their decision.,"A piece of a pie chart pulled out, glowing brighter than the rest","[
{
""phrase"": ""key factor"",
""example_sentence"": ""Price is a key factor in their decision.""
},
{
""phrase"": ""important factor"",
""example_sentence"": ""Price is a key important factor in their decision.""
}
]","element, component, influence, aspect",
happen,(v.),"Language of thought, action & change",Cause & effect,ˈhæpən/ হ্যাপেন/ hap-uhn,Take place; occur,ঘটা,What happened to your leg?,Two cars crashing together at a fast intersection in the rain,"[
{
""phrase"": ""what happened"",
""example_sentence"": ""What happened to your leg?""
},
{
""phrase"": ""happen to be"",
""example_sentence"": ""People often happen to be when the situation requires it.""
}
]","occur, take place, come about, result",
impact,(n.),"Language of thought, action & change",Cause & effect,ˈɪmpækt/ ইমপ্যাক্ট/ im-pakt,The action of one object coming forcibly into contact with another,প্রভাব / সংঘাত,The impact of the crash was severe.,A dramatic collision of two asteroids exploding in outer space,"[
{
""phrase"": ""huge impact"",
""example_sentence"": ""The huge impact of the crash was severe.""
},
{
""phrase"": ""significant impact"",
""example_sentence"": ""The significant impact of the crash was severe.""
}
]","effect, influence, consequence, result",
consequence,(n.),"Language of thought, action & change",Cause & effect,ˈkɒnsɪkwəns/ কনসিকোয়েন্স/ kon-si-kwuhns,A result or effect of an action or condition,ফলাফল / পরিণতি,He must face the consequences of his actions.,A line of falling dominoes knocking each other down rapidly,"[
{
""phrase"": ""direct consequence"",
""example_sentence"": ""He must face the direct consequence of his actions.""
},
{
""phrase"": ""suffer the consequences"",
""example_sentence"": ""He must face the suffer the consequences of his actions.""
},
{
""phrase"": ""unintended consequence"",
""example_sentence"": ""He must face the unintended consequence of his actions.""
}
]","result, effect, outcome, impact","cause, reason"
implication,(n.),"Language of thought, action & change",Cause & effect,ˌɪmplɪˈkeɪʃn/ ইমপ্লিকেশন/ im-pli-key-shuhn,The conclusion that can be drawn from something although it is not explicitly stated,নিহিতার্থ / তাৎপর্য,The implication of his words was clear.,A person reading between the lines of a highly redacted document,"[
{
""phrase"": ""clear implication"",
""example_sentence"": ""People often clear implication when the situation requires it.""
},
{
""phrase"": ""serious implication"",
""example_sentence"": ""The serious implication of his words was clear.""
}
]","suggestion, consequence, meaning, hint",
because of,(prep.),"Language of thought, action & change",Cause & effect,bɪˈkɒz ɒv/ বিকজ অফ/ bi-kuhz ov,By reason of,কারণে,The game was canceled because of the rain.,A large 'Canceled' stamp over a football due to a raindrop icon,"[
{
""phrase"": ""because of this"",
""example_sentence"": ""The discussion focused on the because of this.""
},
{
""phrase"": ""canceled because of"",
""example_sentence"": ""The game was canceled because of the rain.""
},
{
""phrase"": ""delay because of"",
""example_sentence"": ""The discussion focused on the delay because of.""
}
]","due to, as a result of, owing to",despite
because,(conj.),"Language of thought, action & change",Cause & effect,bɪˈkɒz/ বিকজ/ bi-kuhz,For the reason that; since,কারণ,I stayed at home because it was raining.,A glowing arrow pointing from a raincloud to a cozy house,"[
{
""phrase"": ""just because"",
""example_sentence"": ""I stayed at home just because it was raining.""
},
{
""phrase"": ""primarily because"",
""example_sentence"": ""I stayed at home primarily because it was raining.""
},
{
""phrase"": ""partly because"",
""example_sentence"": ""I stayed at home partly because it was raining.""
}
]","since, as, due to, for the reason that","despite, although"
depend (on),(v.),"Language of thought, action & change",Cause & effect,dɪˈpɛnd/ ডিপেন্ড/ di-pend,Be controlled or determined by,নির্ভর করা,It depends on the weather.,A person looking out a window waiting for the rain to stop,"[
{
""phrase"": ""depend entirely on"",
""example_sentence"": ""Good managers know how to depend entirely on others respectfully.""
},
{
""phrase"": ""depend heavily on"",
""example_sentence"": ""Good managers know how to depend heavily on others respectfully.""
}
]","rely on, hinge on, be based on, trust",be independent
determine,(v.),"Language of thought, action & change",Cause & effect,dɪˈtɜːmɪn/ ডিটারমিন/ di-tur-min,Cause (something) to occur in a particular way; be the decisive factor in,নির্ধারণ করা,Your attitude determines your success.,A person carefully placing a weight on a scale,"[
{
""phrase"": ""determine the cause"",
""example_sentence"": ""People often determine the cause when the situation requires it.""
},
{
""phrase"": ""accurately determine"",
""example_sentence"": ""Your attitude accurately determine your success.""
}
]","decide, establish, find out, conclude",
due to,(prep.),"Language of thought, action & change",Cause & effect,djuː tu/ ডিউ টু/ dyoo too,Caused by or ascribable to,কারণে,The flight was delayed due to rain.,A delayed sign over rain,"[
{
""phrase"": ""due to the fact"",
""example_sentence"": ""It is a due to the fact that water boils at 100 degrees.""
},
{
""phrase"": ""due to weather"",
""example_sentence"": ""The due to weather is beautiful today.""
}
]","because of, owing to, as a result of",despite
