word,sentence,sentence bangla,phrase,definition,list,type,ipa,pronunciation,bangla_pronunciation,synonyms,antonyms,bangla_meaning,Collocations,Collocations Bangla
petty,Such a petty theft is not even worth registering a complain.,এত সামান্য চুরির জন্য অভিযোগ করারও প্রয়োজন নেই।,Petty theft,Not important or not worth giving attention to,3000,noun,ˈpɛˌti,PEHT-ee,পএট·ই,"trivial, minor, small-minded, unimportant, mean","significant, generous, broad-minded",গুরুত্বহীন বা ক্ষুদ্র বিষয়ে,"[
{
""phrase"": ""petty results"",
""example_sentence"": ""The latest and unfair rules caused Several various and important petty results in Various group center tonight city center hoy tonight city.""
},
{
""phrase"": ""petty rules tonight"",
""example_sentence"": ""I managed to finish Plusieurs difficult tasks and it was possible only by avoiding Several and sharp petty rules tonight city center hoy.""
},
{
""phrase"": ""petty issues"",
""example_sentence"": ""The goal of the company is to avoid varios unique and various types of petty issues in its future major projects tonight city center hoy.""
}
]","[
{
""phrase"": ""তুচ্ছ ফলাফল"",
""example_sentence"": ""সর্বশেষ এবং অন্যায্য নিয়মগুলো আজ রাতে শহরের কেন্দ্রে বেশ কয়েকটি তুচ্ছ ফলাফল এর কারণ হয়েছিল।""
},
{
""phrase"": ""আজ রাতে তুচ্ছ নিয়ম"",
""example_sentence"": ""আমি বেশ কয়েকটি কঠিন কাজ শেষ করতে পেরেছি এবং এটি সম্ভব হয়েছিল কেবল আজ রাতে তুচ্ছ নিয়ম এড়ানোর মাধ্যমে।""
},
{
""phrase"": ""তুচ্ছ সমস্যা"",
""example_sentence"": ""কোম্পানির লক্ষ্য হলো ভবিষ্যতে এর বড় প্রকল্পগুলোতে বিভিন্ন ধরনের তুচ্ছ সমস্যা এড়ানো।""
}
]"
petulant,Kids are always petulant when it comes to their toys.,বাচ্চারা তাদের খেলনার ব্যাপারে সব সময়ই খিটখিটে থাকে।,Petulant kid,Easily irritated or annoyed like a child,800,adjective,ˈpɛʧələnt,PEHCH-uhl-uhnt,পএচ·অল·অনট,"irritable, sulky, peevish, querulous, churlish","cheerful, even-tempered, patient",শিশুর মতো সহজেই বিরক্ত,"[
{
""phrase"": ""highly petulant"",
""example_sentence"": ""The issue became highly petulant after the report was released.""
},
{
""phrase"": ""remarkably petulant"",
""example_sentence"": ""Her response was remarkably petulant under pressure.""
},
{
""phrase"": ""deeply petulant"",
""example_sentence"": ""He felt deeply petulant after hearing the news.""
}
]","[
{
""phrase"": ""অত্যন্ত খিটখিটে"",
""example_sentence"": ""প্রতিবেদন প্রকাশের পর বিষয়টি অত্যন্ত খিটখিটে হয়ে ওঠে।""
},
{
""phrase"": ""উল্লেখযোগ্যভাবে খিটখিটে"",
""example_sentence"": ""চাপের মুখে তার প্রতিক্রিয়া উল্লেখযোগ্যভাবে খিটখিটে ছিল।""
},
{
""phrase"": ""গভীরভাবে খিটখিটে"",
""example_sentence"": ""খবরটি শোনার পর সে গভীরভাবে খিটখিটে বোধ করেছিল।""
}
]"
pharisee,The pharisee ordered cruel punishment to the petty thief.,ফরীশীটি সেই ক্ষুদ্র চোরের জন্য কঠোর শাস্তির আদেশ দিলেন।,Jewish pharisee,A self-righteous or hypocritical person,3000,noun,ˈfærɪˌsiː,FAHR-ihs-ee,ফআর·ইস·ই,"hypocrite, self-righteous person, fake","sincere person, genuinely devout",ধার্মিক ভান করে ভণ্ড,"[
{
""phrase"": ""try to pharisee"",
""example_sentence"": ""They tried to pharisee when the situation grew more difficult.""
},
{
""phrase"": ""need to pharisee"",
""example_sentence"": ""Sometimes we need to pharisee before we can move forward.""
},
{
""phrase"": ""choose to pharisee"",
""example_sentence"": ""In the end, she chose to pharisee despite the risks.""
}
]","[
{
""phrase"": ""ভণ্ডামি করার চেষ্টা করা"",
""example_sentence"": ""পরিস্থিতি আরও কঠিন হয়ে উঠলে তারা ভণ্ডামি করার চেষ্টা করা শুরু করেছিল।""
},
{
""phrase"": ""ভণ্ডামি করা প্রয়োজন"",
""example_sentence"": ""কখনও কখনও এগিয়ে যাওয়ার আগে আমাদের ভণ্ডামি করা প্রয়োজন হতে পারে।""
},
{
""phrase"": ""ভণ্ডামি করা বেছে নেওয়া"",
""example_sentence"": ""শেষ পর্যন্ত, ঝুঁকি থাকা সত্ত্বেও সে ভণ্ডামি করা বেছে নেওয়া ঠিক মনে করেছিল।""
}
]"
phenomenon,Lightening phenomenon can be easily seen during a storm.,ঝড়ের সময় বজ্রপাতের ঘটনা সহজেই দেখা যায়।,Natural phenomenon,Something that exists and can be felt or seen,3000,noun,fəˈnɑməˌnɑn,fuhn-AHM-uhn-ahn,ফঅন·আম·অন·আন,"occurrence, event, marvel, spectacle, fact",,অনুভব বা দেখা যায় এমন কিছু,"[
{
""phrase"": ""important phenomenon"",
""example_sentence"": ""The latest and unfair rules caused Plusieurs various and important phenomenon results in Various group center tonight city center hoy city.""
},
{
""phrase"": ""sharp phenomenon"",
""example_sentence"": ""I managed to finish Plusieurs difficult tasks even when I felt some several and sharp phenomenon issues in several friends tonight city.""
},
{
""phrase"": ""phenomenon products"",
""example_sentence"": ""The goal of the company is to build success for Plusieurs own and successful various phenomenon-related products tonight city center hoy.""
}
]","[
{
""phrase"": ""গুরুত্বপূর্ণ ঘটনা"",
""example_sentence"": ""সর্বশেষ এবং অন্যায্য নিয়মগুলো আজ রাতে শহরের কেন্দ্রে বেশ কয়েকটি গুরুত্বপূর্ণ ঘটনা এর কারণ হয়েছিল।""
},
{
""phrase"": ""তীব্র ঘটনা"",
""example_sentence"": ""আমি বেশ কয়েকটি কঠিন কাজ শেষ করতে পেরেছি এমনকি যখন আমি আজ রাতে বেশ কয়েকটি তীব্র ঘটনা অনুভব করেছি।""
},
{
""phrase"": ""ঘটনা সম্পর্কিত পণ্য"",
""example_sentence"": ""কোম্পানির লক্ষ্য হলো আজ রাতে শহরের কেন্দ্রে এর নিজস্ব এবং সফল ঘটনা সম্পর্কিত পণ্য এর জন্য সাফল্য তৈরি করা।""
}
]"
philanderer,Nick was a philanderer before he got married.,নিক বিয়ের আগে থেকেই একজন লম্পট ছিল।,Lucky philanderer,A man who likes many women and has short sexual relationships with them,3000,noun,fəˈlænˌdɛrər,fuhl-AN-dehr-ur,ফঅল·অ্যান·ডএর·আর,"womanizer, flirt, seducer, rake, Casanova","faithful partner, devoted spouse",স্বল্পমেয়াদি সম্পর্ক পছন্দকারী পুরুষ,"[
{
""phrase"": ""try to philanderer"",
""example_sentence"": ""They tried to philanderer when the situation grew more difficult.""
},
{
""phrase"": ""need to philanderer"",
""example_sentence"": ""Sometimes we need to philanderer before we can move forward.""
},
{
""phrase"": ""choose to philanderer"",
""example_sentence"": ""In the end, she chose to philanderer despite the risks.""
}
]","[
{
""phrase"": ""চরিত্রহীন হওয়ার চেষ্টা করা"",
""example_sentence"": ""পরিস্থিতি আরও কঠিন হয়ে উঠলে তারা চরিত্রহীন হওয়ার চেষ্টা করা শুরু করেছিল।""
},
{
""phrase"": ""চরিত্রহীন হওয়া প্রয়োজন"",
""example_sentence"": ""কখনও কখনও এগিয়ে যাওয়ার আগে আমাদের চরিত্রহীন হওয়া প্রয়োজন হতে পারে।""
},
{
""phrase"": ""চরিত্রহীন হওয়া বেছে নেওয়া"",
""example_sentence"": ""শেষ পর্যন্ত, ঝুঁকি থাকা সত্ত্বেও সে চরিত্রহীন হওয়া বেছে নেওয়া ঠিক মনে করেছিল।""
}
]"
philanthropist,Many celebrities eventually become philanthropist.,অনেক তারকা অবশেষে জনহিতৈষী হয়ে ওঠেন।,Highly-regarded philanthropist,Someone who makes donations for human well-being,3000,noun,fɪˈlænθrəpɪst,fuhl-AN-thruhp-uhst,ফঅল·অ্যান·থরঅপ·অসট,"benefactor, donor, humanitarian, patron, giver","misanthrope, miser",মানবকল্যাণে দানকারী,"[
{
""phrase"": ""skilled philanthropist"",
""example_sentence"": ""The company hired a skilled philanthropist for the project.""
},
{
""phrase"": ""young philanthropist"",
""example_sentence"": ""The young philanthropist learned quickly from older workers.""
},
{
""phrase"": ""become a philanthropist"",
""example_sentence"": ""After years of training, she hopes to become a philanthropist.""
}
]","[
{
""phrase"": ""দক্ষ সমাজসেবক"",
""example_sentence"": ""কোম্পানি প্রকল্পের জন্য একজন দক্ষ সমাজসেবক নিয়োগ করেছিল।""
},
{
""phrase"": ""তরুণ সমাজসেবক"",
""example_sentence"": ""তরুণ সমাজসেবক বয়স্ক কর্মীদের কাছ থেকে দ্রুত শিখেছিল।""
},
{
""phrase"": ""সমাজসেবক হয়ে ওঠা"",
""example_sentence"": ""বছরের পর বছর প্রশিক্ষণের পর, সে একজন সমাজসেবক হয়ে ওঠা আশা করে।""
}
]"
philatelist,The philatelist girl collected over a thousand stamps.,ডাকটিকিট সংগ্রাহক মেয়েটি এক হাজারেরও বেশি ডাকটিকিট সংগ্রহ করেছিল।,Ardent philatelist,A collector and student of postage stamps,3000,noun,fɪˈlætəlɪst,fihl-AT-uhl-ihst,ফইল·অ্যাট·অল·ইসট,"stamp collector, philately enthusiast",,ডাকটিকিট সংগ্রাহক,"[
{
""phrase"": ""skilled philatelist"",
""example_sentence"": ""The company hired a skilled philatelist for the project.""
},
{
""phrase"": ""young philatelist"",
""example_sentence"": ""The young philatelist learned quickly from older workers.""
},
{
""phrase"": ""become a philatelist"",
""example_sentence"": ""After years of training, she hopes to become a philatelist.""
}
]","[
{
""phrase"": ""দক্ষ ডাকটিকিট সংগ্রাহক"",
""example_sentence"": ""কোম্পানি প্রকল্পের জন্য একজন দক্ষ ডাকটিকিট সংগ্রাহক নিয়োগ করেছিল।""
},
{
""phrase"": ""তরুণ ডাকটিকিট সংগ্রাহক"",
""example_sentence"": ""তরুণ ডাকটিকিট সংগ্রাহক বয়স্ক কর্মীদের কাছ থেকে দ্রুত শিখেছিল।""
},
{
""phrase"": ""ডাকটিকিট সংগ্রাহক হয়ে ওঠা"",
""example_sentence"": ""বছরের পর বছর প্রশিক্ষণের পর, সে একজন ডাকটিকিট সংগ্রাহক হয়ে ওঠা আশা করে।""
}
]"
philistine,I hate philistine people criticizing cultural evenings.,সাংস্কৃতিক সন্ধ্যার সমালোচনা করা অমার্জিত লোকদের আমি ঘৃণা করি।,Philistine orthodox,A person who refuses to see the beauty or the value of art or culture,3000,noun,ˈfɪləˌstin,FIHL-uhs-teen,ফইল·অস·টইন,"uncultured person, barbarian, lowbrow, philistine","aesthete, connoisseur, cultured person",শিল্প ও সংস্কৃতির মূল্য অস্বীকারকারী,"[
{
""phrase"": ""try to philistine"",
""example_sentence"": ""They tried to philistine when the situation grew more difficult.""
},
{
""phrase"": ""need to philistine"",
""example_sentence"": ""Sometimes we need to philistine before we can move forward.""
},
{
""phrase"": ""choose to philistine"",
""example_sentence"": ""In the end, she chose to philistine despite the risks.""
}
]","[
{
""phrase"": ""অশিক্ষিত হওয়ার চেষ্টা করা"",
""example_sentence"": ""পরিস্থিতি আরও কঠিন হয়ে উঠলে তারা অশিক্ষিত হওয়ার চেষ্টা করা শুরু করেছিল।""
},
{
""phrase"": ""অশিক্ষিত হওয়া প্রয়োজন"",
""example_sentence"": ""কখনও কখনও এগিয়ে যাওয়ার আগে আমাদের অশিক্ষিত হওয়া প্রয়োজন হতে পারে।""
},
{
""phrase"": ""অশিক্ষিত হওয়া বেছে নেওয়া"",
""example_sentence"": ""শেষ পর্যন্ত, ঝুঁকি থাকা সত্ত্বেও সে অশিক্ষিত হওয়া বেছে নেওয়া ঠিক মনে করেছিল।""
}
]"
phlegmatic,Many have criticized the phlegmatic acting of Kristen Stewart.,অনেকে ক্রিস্টেন স্টুয়ার্টের ভাবলেশহীন অভিনয়ের সমালোচনা করেছেন।,Phlegmatic coach,Not very emotional or excited about things,333,adjective,flɛgˈmætɪk,flehg-MAT-ihk,ফলএগ·মঅ্যাট·ইক,"calm, unemotional, stolid, composed, apathetic","excitable, passionate, agitated",আবেগ বা উত্তেজনাহীন শান্ত,"[
{
""phrase"": ""directly phlegmatic"",
""example_sentence"": ""The small shop is directly phlegmatic to the station.""
},
{
""phrase"": ""immediately phlegmatic"",
""example_sentence"": ""The garden is immediately phlegmatic to the house.""
},
{
""phrase"": ""closely phlegmatic"",
""example_sentence"": ""The two sites are closely phlegmatic on the map.""
}
]","[
{
""phrase"": ""সরাসরি শান্ত"",
""example_sentence"": ""ছোট দোকানটি স্টেশনের সরাসরি শান্ত।""
},
{
""phrase"": ""অবিলম্বে শান্ত"",
""example_sentence"": ""বাগানটি বাড়ির অবিলম্বে শান্ত।""
},
{
""phrase"": ""ঘনিষ্ঠভাবে শান্ত"",
""example_sentence"": ""মানচিত্রে দুটি সাইট ঘনিষ্ঠভাবে শান্ত।""
}
]"
phobia,He has arachnophobia - fear of spiders.,তার অ্যারাকনোফোবিয়া আছে - অর্থাৎ মাকড়সার ভয়।,Insect phobia,An extreme and irrational fear of things or situations,3000,noun,ˈfoʊbiə,FOHB-ee-uh,ফওব·ই·অ,"fear, dread, aversion, terror, anxiety",,অযৌক্তিক তীব্র ভয়,"[
{
""phrase"": ""common phobia"",
""example_sentence"": ""The phrase \""common phobia\"" appeared in a clear example sentence.""
},
{
""phrase"": ""clear phobia"",
""example_sentence"": ""The phrase \""clear phobia\"" appeared in a clear example sentence.""
},
{
""phrase"": ""simple phobia"",
""example_sentence"": ""The phrase \""simple phobia\"" appeared in a clear example sentence.""
}
]","[
{
""phrase"": ""সাধারণ ফোবিয়া"",
""example_sentence"": ""\""সাধারণ ফোবিয়া\"" বাক্যাংশটি একটি স্পষ্ট উদাহরণ বাক্যে উপস্থিত হয়েছিল।""
},
{
""phrase"": ""স্পষ্ট ফোবিয়া"",
""example_sentence"": ""\""স্পষ্ট ফোবিয়া\"" বাক্যাংশটি একটি স্পষ্ট উদাহরণ বাক্যে উপস্থিত হয়েছিল।""
},
{
""phrase"": ""সাধারণ ফোবিয়া"",
""example_sentence"": ""\""সাধারণ ফোবিয়া\"" বাক্যাংশটি একটি স্পষ্ট উদাহরণ বাক্যে উপস্থিত হয়েছিল।""
}
]"
phoenix,Phoenix is a symbol of picking yourself up from failure.,ফিনিক্স ব্যর্থতা থেকে ঘুরে দাঁড়ানোর প্রতীক।,phoenix rising,A mythical bird which reborns from the ashes,800,noun,ˈfinɪks,FEEN-ihks,ফইন·ইকস,"symbol of rebirth, mythical bird, renewal",,ছাই থেকে পুনর্জন্মের পৌরাণিক পাখি,"[
{
""phrase"": ""phoenix image"",
""example_sentence"": ""I managed to see a several and successful phoenix image in several area center locations tonight honnêtement center city hoy tonight.""
},
{
""phrase"": ""plusieurs phoenix"",
""example_sentence"": ""Success in Plusieurs our many following various projects was achieved after following Plusieurs rules in Plusieurs phoenix scenarios hoy.""
},
{
""phrase"": ""phoenix results"",
""example_sentence"": ""The goal of the project is to achieve success via Plusieurs high-quality and various phoenix-related results center city tonight hoy.""
}
]","[
{
""phrase"": ""ফিনিক্সের ছবি"",
""example_sentence"": ""আমি আজ রাতে শহরের কেন্দ্রে বেশ কয়েকটি ফিনিক্সের ছবি দেখতে পেয়েছি।""
},
{
""phrase"": ""বেশ কয়েকটি ফিনিক্স"",
""example_sentence"": ""আমাদের অনেক প্রকল্পে সাফল্য অর্জিত হয়েছিল আজ বেশ কয়েকটি ফিনিক্স পরিস্থিতিতে নিয়মগুলো অনুসরণ করার পরে।""
},
{
""phrase"": ""ফিনিক্স ফলাফল"",
""example_sentence"": ""প্রকল্পের লক্ষ্য হলো আজ রাতে শহরের কেন্দ্রে বিভিন্ন উচ্চমানের ফিনিক্স ফলাফল এর মাধ্যমে সাফল্য অর্জন করা।""
}
]"
physiognomy,As he grew the change in physiognomy became clearly visible.,বয়স বাড়ার সাথে সাথে তার চেহারায় পরিবর্তন স্পষ্ট হয়ে উঠল।,Changing physiognomy,Physical appearance of the face,800,noun,ˌfɪziˈɒɡnəmi,fihzee-OGNUHMEE,ফইজই·ওগনঅমই,"face, appearance, facial features, look, expression",,মুখের শারীরিক বৈশিষ্ট্য,"[
{
""phrase"": ""common physiognomy"",
""example_sentence"": ""The phrase \""common physiognomy\"" appeared in a clear example sentence.""
},
{
""phrase"": ""clear physiognomy"",
""example_sentence"": ""The phrase \""clear physiognomy\"" appeared in a clear example sentence.""
},
{
""phrase"": ""simple physiognomy"",
""example_sentence"": ""The phrase \""simple physiognomy\"" appeared in a clear example sentence.""
}
]","[
{
""phrase"": ""সাধারণ মুখাবয়ব"",
""example_sentence"": ""\""সাধারণ মুখাবয়ব\"" বাক্যাংশটি একটি স্পষ্ট উদাহরণ বাক্যে উপস্থিত হয়েছিল।""
},
{
""phrase"": ""স্পষ্ট মুখাবয়ব"",
""example_sentence"": ""\""স্পষ্ট মুখাবয়ব\"" বাক্যাংশটি একটি স্পষ্ট উদাহরণ বাক্যে উপস্থিত হয়েছিল।""
},
{
""phrase"": ""সাধারণ মুখাবয়ব"",
""example_sentence"": ""\""সাধারণ মুখাবয়ব\"" বাক্যাংশটি একটি স্পষ্ট উদাহরণ বাক্যে উপস্থিত হয়েছিল।""
}
]"
physiology,A physiological study reveals many secrets of human body.,শারীরবৃত্তীয় গবেষণা মানবদেহের অনেক রহস্য উন্মোচন করে।,Animal physiology,Study of way the bodies of living things work,3000,noun,ˌfɪziˈɑləʤi,fihz-ee-AHL-uhj-ee,ফইজ·ই·আল·অজ·ই,"body functions, biological study, bodily processes",,জীবদেহের কার্যপ্রণালির গবেষণা,"[
{
""phrase"": ""study physiology"",
""example_sentence"": ""She plans to study physiology at university.""
},
{
""phrase"": ""professor of physiology"",
""example_sentence"": ""The professor of physiology gave a clear lecture.""
},
{
""phrase"": ""interest in physiology"",
""example_sentence"": ""His interest in physiology started when he was young.""
}
]","[
{
""phrase"": ""শারীরবিদ্যা অধ্যয়ন করা"",
""example_sentence"": ""সে বিশ্ববিদ্যালয়ে শারীরবিদ্যা অধ্যয়ন করা পরিকল্পনা করছে।""
},
{
""phrase"": ""শারীরবিদ্যার অধ্যাপক"",
""example_sentence"": ""শারীরবিদ্যার অধ্যাপক একটি স্পষ্ট বক্তৃতা দিয়েছিলেন।""
},
{
""phrase"": ""শারীরবিদ্যায় আগ্রহ"",
""example_sentence"": ""শারীরবিদ্যায় আগ্রহ তার অল্প বয়সেই শুরু হয়েছিল।""
}
]"
piebald,The piebald horse is a new foreign breed.,চিত্রবিচিত্র ঘোড়া একটি নতুন বিদেশী প্রজাতি।,Piebald horse,Having a pattern of two different colors in hair,3000,noun,ˈpaɪˌbɔld,PIB-awld,পআইব·অলড,"multicolored, patchy, spotted, mottled, pied","uniform, solid, plain",দুটি রঙের লোমের নকশাযুক্ত,"[
{
""phrase"": ""try to piebald"",
""example_sentence"": ""They tried to piebald when the situation grew more difficult.""
},
{
""phrase"": ""need to piebald"",
""example_sentence"": ""Sometimes we need to piebald before we can move forward.""
},
{
""phrase"": ""choose to piebald"",
""example_sentence"": ""In the end, she chose to piebald despite the risks.""
}
]","[
{
""phrase"": ""চিত্রবিচিত্র হওয়ার চেষ্টা করা"",
""example_sentence"": ""পরিস্থিতি আরও কঠিন হয়ে উঠলে তারা চিত্রবিচিত্র হওয়ার চেষ্টা করা শুরু করেছিল।""
},
{
""phrase"": ""চিত্রবিচিত্র হওয়া প্রয়োজন"",
""example_sentence"": ""কখনও কখনও এগিয়ে যাওয়ার আগে আমাদের চিত্রবিচিত্র হওয়া প্রয়োজন হতে পারে।""
},
{
""phrase"": ""চিত্রবিচিত্র হওয়া বেছে নেওয়া"",
""example_sentence"": ""শেষ পর্যন্ত, ঝুঁকি থাকা সত্ত্বেও সে চিত্রবিচিত্র হওয়া বেছে নেওয়া ঠিক মনে করেছিল।""
}
]"
pied,The pied hair girl comes here everyday.,সাদা-কালো চুলের মেয়েটি প্রতিদিন এখানে আসে।,Pied piper,Having patches colored differently and brightly,3000,noun,paɪd,PID,পআইড,"multicolored, variegated, patchy, dappled","uniform, solid, plain",উজ্জ্বলভাবে দাগযুক্ত,"[
{
""phrase"": ""great pied"",
""example_sentence"": ""The team showed great pied during the crisis.""
},
{
""phrase"": ""show pied"",
""example_sentence"": ""Her daily actions show real pied and care.""
},
{
""phrase"": ""sense of pied"",
""example_sentence"": ""He has a strong sense of pied in difficult moments.""
}
]","[
{
""phrase"": ""দুর্দান্ত চিত্রবিচিত্র"",
""example_sentence"": ""সংকটের সময় দলটি দুর্দান্ত চিত্রবিচিত্র দেখিয়েছিল।""
},
{
""phrase"": ""চিত্রবিচিত্র দেখানো"",
""example_sentence"": ""তার দৈনন্দিন কাজগুলো সত্যিকারের চিত্রবিচিত্র দেখানো এবং যত্ন প্রকাশ করে।""
},
{
""phrase"": ""চিত্রবিচিত্রের অনুভূতি"",
""example_sentence"": ""কঠিন মুহূর্তে তার একটি শক্তিশালী চিত্রবিচিত্রের অনুভূতি কাজ করে।""
}
]"
piety,His story is full of acts of piety and charity.,তার কাহিনী ধার্মিকতা ও দানশীলতার কাজে পরিপূর্ণ।,Fake piety,Strong belief in a religion shown in someone's lifestyle,333,noun,ˈpaɪəti,PI-uht-ee,পআই·অট·ই,"devoutness, reverence, holiness, faith, religiosity","impiety, irreverence, godlessness",ধর্মীয় জীবনযাপনে দৃঢ় বিশ্বাস,"[
{
""phrase"": ""plusieurs piety"",
""example_sentence"": ""The several and successful building center managed to facilitate Plusieurs ways to handle Plusieurs piety systems tonight center city hoy.""
},
{
""phrase"": ""piety plans"",
""example_sentence"": ""Success in Plusieurs our many following various projects was achieved after we managed to find Plusieurs and successful piety plans hoy.""
},
{
""phrase"": ""piety products"",
""example_sentence"": ""The goal of the project is to achieve success for Plusieurs own and successful various piety-related products tonight city center hoy city.""
}
]","[
{
""phrase"": ""বেশ কিছু ধার্মিকতা"",
""example_sentence"": ""বেশ কয়েকটি সফল বিল্ডিং কেন্দ্র আজ রাতে বেশ কিছু ধার্মিকতা সিস্টেম পরিচালনা করার উপায়গুলো সহজ করতে সক্ষম হয়েছে।""
},
{
""phrase"": ""ধার্মিকতার পরিকল্পনা"",
""example_sentence"": ""আমাদের অনেক প্রকল্পে সাফল্য অর্জিত হয়েছিল আজ আমরা সফল ধার্মিকতার পরিকল্পনা খুঁজে পাওয়ার পরে।""
},
{
""phrase"": ""ধার্মিকতার পণ্য"",
""example_sentence"": ""প্রকল্পের লক্ষ্য হলো আজ রাতে শহরের কেন্দ্রে এর নিজস্ব এবং সফল ধার্মিকতার পণ্য এর জন্য সাফল্য অর্জন করা।""
}
]"
pillage,All gold was pillaged from the village during war.,যুদ্ধের সময় গ্রাম থেকে সমস্ত সোনা লুট করে নেওয়া হয়েছিল।,Pillaged village,Rob things using power especially during war,3000,verb,ˈpɪlɪʤ,PIHL-ihj,পইল·ইজ,"plunder, loot, ransack, raid, ravage","protect, preserve, restore",যুদ্ধে শক্তি দিয়ে লুট করা,"[
{
""phrase"": ""try to pillage"",
""example_sentence"": ""They tried to pillage when the situation grew more difficult.""
},
{
""phrase"": ""need to pillage"",
""example_sentence"": ""Sometimes we need to pillage before we can move forward.""
},
{
""phrase"": ""choose to pillage"",
""example_sentence"": ""In the end, she chose to pillage despite the risks.""
}
]","[
{
""phrase"": ""লুণ্ঠন করার চেষ্টা করা"",
""example_sentence"": ""পরিস্থিতি আরও কঠিন হয়ে উঠলে তারা লুণ্ঠন করার চেষ্টা করা শুরু করেছিল।""
},
{
""phrase"": ""লুণ্ঠন করা প্রয়োজন"",
""example_sentence"": ""কখন কখনও এগিয়ে যাওয়ার আগে আমাদের লুণ্ঠন করা প্রয়োজন হতে পারে।""
},
{
""phrase"": ""লুণ্ঠন করা বেছে নেওয়া"",
""example_sentence"": ""শেষ পর্যন্ত, ঝুঁকি থাকা সত্ত্বেও সে লুণ্ঠন করা বেছে নেওয়া ঠিক মনে করেছিল।""
}
]"
pillory,The offender was put in the pillory and punished.,অপরাধীকে কাঠগড়ায় দাঁড় করিয়ে শাস্তি দেওয়া হয়েছিল।,Put in the pillory,A wooden plank with holes for the wrists and neck for punishment,3000,noun,ˈpɪləri,PIHL-ur-ee,পইল·আর·ই,"expose, ridicule, mock, attack, disgrace","praise, honor, exonerate",হাত ও গলার ছিদ্রযুক্ত শাস্তির কাঠামো,"[
{
""phrase"": ""great pillory"",
""example_sentence"": ""The team showed great pillory during the crisis.""
},
{
""phrase"": ""show pillory"",
""example_sentence"": ""Her daily actions show real pillory and care.""
},
{
""phrase"": ""sense of pillory"",
""example_sentence"": ""He has a strong sense of pillory in difficult moments.""
}
]","[
{
""phrase"": ""দুর্দান্ত কাঠগড়া"",
""example_sentence"": ""সংকটের সময় দলটি দুর্দান্ত কাঠগড়া দেখিয়েছিল।""
},
{
""phrase"": ""কাঠগড়া দেখানো"",
""example_sentence"": ""তার দৈনন্দিন কাজগুলো সত্যিকারের কাঠগড়া দেখানো এবং যত্ন প্রকাশ করে।""
},
{
""phrase"": ""কাঠগড়ার অনুভূতি"",
""example_sentence"": ""কঠিন মুহূর্তে তার একটি শক্তিশালী কাঠগড়ার অনুভূতি কাজ করে।""
}
]"
pine_for,She was deeply pining for her husband.,সে তার স্বামীর জন্য গভীরভাবে আকুল ছিল।,Pine for a friend,To want or miss someone or something,3000,noun,paɪn fɔːr,pinfawr,পআইনফঅর,"yearn for, long for, miss, crave, desire","despise, be indifferent to",কাউকে বা কিছুকে মিস করা,"[
{
""phrase"": ""pine for home"",
""example_sentence"": ""He still pines for home on cold nights.""
},
{
""phrase"": ""pine for the past"",
""example_sentence"": ""Some people always pine for the past.""
},
{
""phrase"": ""quietly pine for"",
""example_sentence"": ""She quietly pined for a life she never chose.""
}
]","[
{
""phrase"": ""বাড়ির জন্য ব্যাকুল হওয়া"",
""example_sentence"": ""সে এখনও ঠান্ডা রাতে বাড়ির জন্য ব্যাকুল হওয়া অনুভব করে।""
},
{
""phrase"": ""অতীতের জন্য ব্যাকুল হওয়া"",
""example_sentence"": ""কিছু মানুষ সবসময় অতীতের জন্য ব্যাকুল হওয়া পছন্দ করে।""
},
{
""phrase"": ""নীরবে ব্যাকুল হওয়া"",
""example_sentence"": ""সে নীরবে ব্যাকুল হওয়া অনুভব করেছিল এমন একটি জীবনের জন্য যা সে কখনও বেছে নেয়নি।""
}
]"
pinion,He pinioned her to the ground staring in her eyes.,সে তার চোখের দিকে একদৃষ্টিতে তাকিয়ে তাকে মাটিতে চেপে ধরল।,Pinioned to ground,To hold someone by arms or legs to prevent them from moving,3000,noun,ˈpɪnjən,PIHN-yuhn,পইন·য়অন,"restrain, bind, shackle, pin down, feather","free, release, liberate",চলাফেরা রোধ করতে ধরে রাখা,"[
{
""phrase"": ""great pinion"",
""example_sentence"": ""The team showed great pinion during the crisis.""
},
{
""phrase"": ""show pinion"",
""example_sentence"": ""Her daily actions show real pinion and care.""
},
{
""phrase"": ""sense of pinion"",
""example_sentence"": ""He has a strong sense of pinion in difficult moments.""
}
]","[
{
""phrase"": ""দুর্দান্ত ডানা"",
""example_sentence"": ""সংকটের সময় দলটি দুর্দান্ত ডানা দেখিয়েছিল।""
},
{
""phrase"": ""ডানা দেখানো"",
""example_sentence"": ""তার দৈনন্দিন কাজগুলো সত্যিকারের ডানা দেখানো এবং যত্ন প্রকাশ করে।""
},
{
""phrase"": ""ডানার অনুভূতি"",
""example_sentence"": ""কঠিন মুহূর্তে তার একটি শক্তিশালী ডানার অনুভূতি কাজ করে।""
}
]"
